mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	4.0	0	0	4/4	2	1	1	1	1		2	62	D4	4	0
2	2	4	4	2.0	0	0	4/4	2	1	1/2	1/2	1		2	62	D4	4	1
2	2	6	6	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		2	62	D4	4	2
3	3	8	8	2.0	0	0	4/4	2	1	1/2	1/2	1		7	61	C#4	4	3
3	3	10	10	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		0	60	C4	4	4
4	4	12	12	2.0	0	0	4/4	2	1	1/2	1/2	1		5	59	B3	3	5
4	4	14	14	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		-2	58	Bb3	3	6
5	5	16	16	2.0	0	0	4/4	2	1	1/2	1/2	1		3	57	A3	3	8
5	5	16	16	4.0	0	0	4/4	1	2	1	1	1		3	69	A4	4	7
5	5	19	19	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	9
6	6	20	20	1.0	0	0	4/4	2	1	1/4	1/4	1		3	57	A3	3	12
6	6	20	20	2.0	0	0	4/4	1	2	1/2	1/2	1		3	69	A4	4	10
6	6	21	21	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	13
6	6	22	22	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		0	60	C4	4	14
6	6	22	22	2.0	1/2	1/2	4/4	1	2	1/2	1/2	1		3	69	A4	4	11
6	6	23	23	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	15
7	7	24	24	1.0	0	0	4/4	2	1	1/4	1/4	1		4	64	E4	4	18
7	7	24	24	2.0	0	0	4/4	1	2	1/2	1/2	1		8	68	G#4	4	16
7	7	25	25	2.0	1/4	1/4	4/4	2	1	1/2	1/2	1		5	59	B3	3	19
7	7	26	26	2.0	1/2	1/2	4/4	1	2	1/2	1/2	1		1	67	G4	4	17
7	7	27	27	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		7	61	C#4	4	20
8	8	28	28	1.0	0	0	4/4	2	1	1/4	1/4	1		2	62	D4	4	23
8	8	28	28	2.0	0	0	4/4	1	2	1/2	1/2	1		6	66	F#4	4	21
8	8	29	29	2.0	1/4	1/4	4/4	2	1	1/2	1/2	1		3	57	A3	3	24
8	8	30	30	2.0	1/2	1/2	4/4	1	2	1/2	1/2	1		-1	65	F4	4	22
8	8	31	31	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	25
9	9	32	32	0.25	0	0	4/4	2	1	1/16	1/16	1		0	60	C4	4	28
9	9	32	32	2.0	0	0	4/4	1	2	1/2	1/2	1		4	64	E4	4	26
9	9	129/4	129/4	0.25	1/16	1/16	4/4	2	1	1/16	1/16	1		5	59	B3	3	29
9	9	65/2	65/2	0.25	1/8	1/8	4/4	2	1	1/16	1/16	1		3	57	A3	3	30
9	9	131/4	131/4	0.25	3/16	3/16	4/4	2	1	1/16	1/16	1		5	59	B3	3	31
9	9	33	33	0.25	1/4	1/4	4/4	2	1	1/16	1/16	1		0	60	C4	4	32
9	9	133/4	133/4	0.25	5/16	5/16	4/4	2	1	1/16	1/16	1		3	57	A3	3	33
9	9	67/2	67/2	0.25	3/8	3/8	4/4	2	1	1/16	1/16	1		5	59	B3	3	34
9	9	135/4	135/4	0.25	7/16	7/16	4/4	2	1	1/16	1/16	1		1	55	G3	3	35
9	9	34	34	2.0	1/2	1/2	4/4	3	1	1/2	1/2	1		2	50	D3	3	44
9	9	34	34	0.25	1/2	1/2	4/4	2	1	1/16	1/16	1		3	57	A3	3	36
9	9	137/4	137/4	0.25	9/16	9/16	4/4	2	1	1/16	1/16	1		1	55	G3	3	37
9	9	69/2	69/2	0.25	5/8	5/8	4/4	2	1	1/16	1/16	1		-1	53	F3	3	38
9	9	139/4	139/4	0.25	11/16	11/16	4/4	2	1	1/16	1/16	1		1	55	G3	3	39
9	9	35	35	0.25	3/4	3/4	4/4	2	1	1/16	1/16	1		3	57	A3	3	40
9	9	35	35	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		3	69	A4	4	27
