mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
33	33	523/4	523/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	302								
33	33	131	131	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	303								
33	33	525/4	525/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	304								
33	33	263/2	263/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	305								
33	33	527/4	527/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	306								
34	34	132	132	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	307								
34	34	133	133	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	308								
34	34	134	134	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	309								
34	34	135	135	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	310								
34	34	132	132	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	311								
34	34	134	134	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	312								
34	34	132	132	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	313								
34	34	134	134	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	314								
34	34	135	135	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	315								
34	34	134	134	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	316								
35	35	136	136	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	317								
35	35	137	137	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	318								
35	35	138	138	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	319								
35	35	139	139	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	320								
35	35	136	136	4.0	0	0	Chord	4/4	1	2	1	1	1	321								
35	35	136	136	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	322								
35	35	137	137	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	323								
35	35	138	138	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	324								
35	35	139	139	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	325								
35	35	136	136	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	326								
35	35	138	138	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	327								
36	36	140	140	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	328								
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	329								
36	36	142	142	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	330								
36	36	140	140	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	331								
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	332								
36	36	142	142	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	333								
36	36	143	143	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	334								
36	36	140	140	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	335								
36	36	141	141	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	336								
36	36	143	143	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	337								
36	36	140	140	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	338								
36	36	142	142	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	339								
37	37	144	144	4.0	0	0	Chord	4/4	1	1	1	1	1	340								
37	37	144	144	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	341								
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	342								
37	37	146	146	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	343								
37	37	147	147	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	344								
37	37	144	144	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	345								
37	37	145	145	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	346								
37	37	147	147	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	347								
37	37	144	144	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	348								
37	37	146	146	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	349								
38	38	148	148	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	350								
38	38	150	150	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	351								
38	38	148	148	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	352								
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	353								
38	38	150	150	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	354								
38	38	151	151	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	355								
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	356								
38	38	148	148	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	357								
38	38	149	149	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	358								
38	38	150	150	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	359								
38	38	301/2	301/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	360								
38	38	151	151	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	361								
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	362								
38	38	148	148	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	363								
38	38	151	151	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	364								
39	39	152	152	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	365								
39	39	154	154	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	366								
39	39	152	152	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	367								
39	39	154	154	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	368								
39	39	152	152	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	369								
39	39	154	154	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	370								
39	39	152	152	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	371								
39	39	153	153	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	372								
39	39	154	154	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	373								
39	39	155	155	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	374								
40	40	156	156	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	375								
40	40	158	158	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	376								
40	40	156	156	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	377								
40	40	157	157	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	378								
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	379								
40	40	158	158	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	380								
40	40	159	159	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	381								
40	40	156	156	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	382								
40	40	158	158	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	383								
40	40	159	159	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	384								
40	40	156	156	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	385								
40	40	157	157	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	386								
40	40	159	159	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	387								
41	41	160	160	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	388								
41	41	162	162	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	389								
41	41	160	160	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	390								
41	41	161	161	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	391								
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	392								
41	41	162	162	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	393								
41	41	163	163	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	394								
41	41	160	160	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	395								
41	41	162	162	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	396								
41	41	163	163	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	397								
41	41	160	160	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	398								
41	41	161	161	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	399								
41	41	163	163	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	400								
42	42	164	164	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	401								
42	42	167	167	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	402								
42	42	164	164	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	403								
42	42	165	165	0.25	1/4	1/4	Chord	4/4	1	2	1/16	1/16	1	404								
42	42	661/4	661/4	0.25	5/16	5/16	Chord	4/4	1	2	1/16	1/16	1	405								
42	42	331/2	331/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	406								
42	42	663/4	663/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	407								
42	42	166	166	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	408								
42	42	164	164	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	409								
42	42	166	166	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	410								
42	42	164	164	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	411								
42	42	166	166	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	412								
43	43	168	168	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	413								
43	43	169	169	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	414								
43	43	170	170	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	415								
43	43	171	171	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	416								
43	43	168	168	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	417								
43	43	170	170	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	418								
43	43	168	168	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	419								
43	43	170	170	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	420								
44	44	172	172	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	421								
44	44	173	173	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	422								
44	44	175	175	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	423								
44	44	172	172	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	424								
44	44	174	174	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	425								
44	44	172	172	4.0	0	0	Chord	4/4	2	1	1	1	1	426								
45	45	176	176	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	427								
45	45	177	177	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	428								
45	45	179	179	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	429								
45	45	176	176	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	430								
45	45	178	178	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	431								
45	45	176	176	4.0	0	0	Chord	4/4	2	1	1	1	1	432								
46	46	180	180	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	433								
46	46	721/4	721/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	434								
46	46	361/2	361/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	435								
46	46	723/4	723/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	436								
46	46	181	181	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	437								
46	46	725/4	725/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	438								
46	46	363/2	363/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	439								
46	46	727/4	727/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	440								
46	46	182	182	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	441								
46	46	729/4	729/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	442								
46	46	365/2	365/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	443								
46	46	731/4	731/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	444								
46	46	183	183	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	445								
46	46	733/4	733/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	446								
46	46	367/2	367/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	447								
46	46	735/4	735/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	448								
46	46	180	180	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	449								
46	46	183	183	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	450								
46	46	180	180	4.0	0	0	Chord	4/4	2	1	1	1	1	451								
47	47	184	184	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	452								
47	47	186	186	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	453								
47	47	184	184	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	454								
47	47	185	185	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	455								
47	47	186	186	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	456								
47	47	373/2	373/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	457								
47	47	187	187	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	458								
47	47	375/2	375/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	459								
47	47	186	186	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	460								
48	48	188	188	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	461								
48	48	190	190	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	462								
48	48	188	188	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	463								
48	48	190	190	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	464								
48	48	188	188	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	465								
48	48	189	189	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	466								
48	48	190	190	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	467								
48	48	191	191	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	468								
49	49	192	192	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	469								
49	49	194	194	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	470								
49	49	192	192	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	471								
49	49	387/2	387/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	472								
49	49	194	194	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	473								
49	49	195	195	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	474								
49	49	192	192	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	475								
49	49	193	193	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	476								
49	49	195	195	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	477								
50	50	196	196	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	478								
50	50	198	198	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	479								
50	50	196	196	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	480								
50	50	395/2	395/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	481								
50	50	198	198	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	482								
50	50	199	199	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	483								
50	50	196	196	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	484								
50	50	197	197	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	485								
50	50	199	199	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	486								
51	51	200	200	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	487								
51	51	203	203	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	488								
51	51	200	200	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	489								
51	51	401/2	401/2	0.25	1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	490								
51	51	803/4	803/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	491								
51	51	201	201	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	492								
51	51	403/2	403/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	493								
51	51	202	202	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	494								
51	51	200	200	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	495								
51	51	203	203	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	496								
51	51	202	202	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	497								
52	52	204	204	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	498								
52	52	205	205	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	499								
52	52	206	206	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	500								
52	52	207	207	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	501								
52	52	204	204	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	502								
52	52	206	206	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	503								
52	52	204	204	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	504								
52	52	205	205	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	505								
52	52	206	206	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	506								
52	52	207	207	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	507								
52	52	415/2	415/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	508								
52	52	204	204	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	509								
52	52	206	206	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	510								
53	53	208	208	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	511								
53	53	209	209	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	512								
53	53	211	211	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	513								
53	53	210	210	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	514								
53	53	208	208	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	515								
53	53	419/2	419/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	516								
53	53	210	210	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	517								
53	53	211	211	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	518								
53	53	208	208	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	519								
53	53	210	210	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	520								
54	54	212	212	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	521								
54	54	213	213	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	522								
54	54	215	215	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	523								
54	54	212	212	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	524								
54	54	215	215	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	525								
54	54	212	212	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	526								
54	54	427/2	427/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	527								
54	54	214	214	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	528								
54	54	215	215	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	529								
54	54	212	212	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	530								
54	54	214	214	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	531								
55	55	216	216	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	532								
55	55	217	217	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	533								
55	55	435/2	435/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	534								
55	55	218	218	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	535								
55	55	219	219	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	536								
55	55	216	216	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	537								
55	55	219	219	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	538								
55	55	216	216	4.0	0	0	Chord	4/4	2	1	1	1	1	539								
55	55	216	216	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	540								
55	55	218	218	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	541								
56	56	220	220	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	542								
56	56	220	220	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	543								
56	56	443/2	443/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	544								
56	56	222	222	0.125	1/2	1/2	Chord	4/4	1	2	1/32	1/32	1	545								
56	56	1777/8	1777/8	0.125	17/32	17/32	Chord	4/4	1	2	1/32	1/32	1	546								
56	56	889/4	889/4	0.125	9/16	9/16	Chord	4/4	1	2	1/32	1/32	1	547								
56	56	1779/8	1779/8	0.125	19/32	19/32	Chord	4/4	1	2	1/32	1/32	1	548								
56	56	445/2	445/2	0.125	5/8	5/8	Chord	4/4	1	2	1/32	1/32	1	549								
56	56	1781/8	1781/8	0.125	21/32	21/32	Chord	4/4	1	2	1/32	1/32	1	550								
56	56	891/4	891/4	0.125	11/16	11/16	Chord	4/4	1	2	1/32	1/32	1	551								
56	56	1783/8	1783/8	0.125	23/32	23/32	Chord	4/4	1	2	1/32	1/32	1	552								
56	56	223	223	0.125	3/4	3/4	Chord	4/4	1	2	1/32	1/32	1	553								
56	56	1785/8	1785/8	0.125	25/32	25/32	Chord	4/4	1	2	1/32	1/32	1	554								
56	56	893/4	893/4	0.125	13/16	13/16	Chord	4/4	1	2	1/32	1/32	1	555								
56	56	1787/8	1787/8	0.125	27/32	27/32	Chord	4/4	1	2	1/32	1/32	1	556								
56	56	447/2	447/2	0.125	7/8	7/8	Chord	4/4	1	2	1/32	1/32	1	557								
56	56	1789/8	1789/8	0.125	29/32	29/32	Chord	4/4	1	2	1/32	1/32	1	558								
56	56	895/4	895/4	0.125	15/16	15/16	Chord	4/4	1	2	1/32	1/32	1	559								
56	56	1791/8	1791/8	0.125	31/32	31/32	Chord	4/4	1	2	1/32	1/32	1	560								
56	56	222	222	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	561								
56	56	220	220	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	562								
56	56	222	222	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	563								
57	57	224	224	4.0	0	0	Chord	4/4	1	2	1	1	1	564								
57	57	224	224	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	565								
57	57	226	226	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	566								
57	57	224	224	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	567								
57	57	226	226	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	568								
58	58	230	230	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	569								
58	58	228	228	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	570								
58	58	230	230	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	571								
58	58	228	228	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	572								
58	58	230	230	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	573								
59	59	234	234	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	574								
59	59	232	232	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	575								
59	59	234	234	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	576								
59	59	232	232	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	577								
59	59	234	234	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	578								
59	59	232	232	4.0	0	0	Chord	4/4	3	1	1	1	1	579								
60	60	236	236	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	580								
60	60	238	238	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	581								
60	60	236	236	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	582								
60	60	238	238	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	583								
60	60	236	236	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	584								
60	60	239	239	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	585								
60	60	236	236	4.0	0	0	Chord	4/4	3	1	1	1	1	586								
61	61	240	240	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	587								
61	61	242	242	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	588								
61	61	240	240	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	589								
61	61	242	242	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	590								
61	61	240	240	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	591								
61	61	483/2	483/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	592								
61	61	242	242	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	593								
61	61	243	243	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	594								
62	62	244	244	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	595								
62	62	246	246	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	596								
62	62	244	244	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	597								
62	62	247	247	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	598								
62	62	244	244	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	599								
62	62	245	245	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	600								
62	62	246	246	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	601								
62	62	247	247	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	602								
62	62	246	246	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	603								
63	63	248	248	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	604								
63	63	251	251	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	605								
63	63	248	248	4.0	0	0	Chord	4/4	1	2	1	1	1	606								
63	63	248	248	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	607								
63	63	250	250	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	608								
63	63	251	251	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	609								
63	63	248	248	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	610								
63	63	249	249	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	611								
63	63	250	250	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	612								
63	63	251	251	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	613								
